date,close,open,high,low,volume,returns
2021/3/16,"3,612.77","3,589.61","3,615.03","3,570.21",31.64B,0.78%
2021/3/15,"3,584.66","3,607.67","3,624.07","3,555.89",36.76B,-0.96%
2021/3/12,"3,619.43","3,613.27","3,620.92","3,581.82",35.78B,0.47%
2021/3/11,"3,602.38","3,532.20","3,602.38","3,532.20",32.19B,2.36%
2021/3/10,"3,519.43","3,553.14","3,560.67","3,516.38",29.95B,-0.05%
2021/3/9,"3,521.09","3,579.93","3,594.39","3,488.62",40.73B,-1.82%
2021/3/8,"3,586.29","3,694.92","3,713.09","3,586.08",38.67B,-2.30%
2021/3/5,"3,670.79","3,630.17","3,693.44","3,623.22",35.62B,-0.04%
2021/3/4,"3,672.35","3,717.57","3,723.43","3,655.44",39.33B,-2.05%
2021/3/3,"3,749.34","3,668.87","3,750.10","3,667.35",34.73B,1.95%
2021/3/2,"3,677.71","3,738.86","3,738.86","3,653.34",33.96B,-1.21%
2021/3/1,"3,722.64","3,701.78","3,723.86","3,681.29",31.51B,1.21%
2021/2/26,"3,678.27","3,684.00","3,721.64","3,669.52",33.28B,-2.12%
2021/2/25,"3,757.96","3,768.97","3,782.59","3,740.55",36.57B,0.59%
2021/2/24,"3,735.95","3,814.49","3,821.50","3,701.87",36.17B,-1.99%
2021/2/23,"3,811.79","3,792.16","3,849.32","3,792.16",39.85B,-0.17%
2021/2/22,"3,818.13","3,886.15","3,896.65","3,818.13",48.80B,-1.46%
2021/2/19,"3,874.58","3,838.55","3,878.25","3,809.42",36.06B,0.57%
2021/2/18,"3,852.80","3,900.81","3,911.92","3,840.52",34.00B,0.55%
2021/2/10,"3,831.54","3,786.97","3,839.61","3,786.85",25.77B,1.43%
2021/2/9,"3,777.39","3,710.58","3,777.94","3,698.93",25.35B,2.01%
2021/2/8,"3,702.89","3,673.69","3,713.14","3,660.62",24.96B,1.03%
2021/2/5,"3,665.04","3,678.83","3,707.23","3,661.50",28.99B,-0.16%
2021/2/4,"3,670.82","3,672.81","3,694.82","3,633.00",29.86B,-0.44%
2021/2/3,"3,687.01","3,701.55","3,715.03","3,677.78",29.70B,-0.46%
2021/2/2,"3,704.20","3,680.20","3,706.11","3,664.19",26.42B,0.81%
2021/2/1,"3,674.37","3,644.82","3,675.53","3,637.19",27.72B,0.64%
2021/1/29,"3,650.95","3,691.48","3,701.84","3,612.63",29.34B,-0.63%
2021/1/28,"3,674.12","3,705.05","3,720.66","3,665.41",27.05B,-1.91%
2021/1/27,"3,745.64","3,739.60","3,751.37","3,717.48",26.38B,0.11%
2021/1/26,"3,741.57","3,785.14","3,785.14","3,736.66",27.78B,-1.51%
2021/1/25,"3,799.07","3,779.20","3,812.53","3,764.18",32.68B,0.49%
2021/1/22,"3,780.66","3,790.90","3,790.90","3,757.86",32.41B,-0.40%
2021/1/21,"3,795.86","3,764.03","3,811.59","3,758.64",32.72B,1.07%
2021/1/20,"3,755.81","3,735.90","3,763.00","3,727.84",27.19B,0.47%
2021/1/19,"3,738.27","3,769.72","3,776.85","3,724.26",32.32B,-0.83%
2021/1/18,"3,769.59","3,726.10","3,782.75","3,715.05",30.14B,0.84%
2021/1/15,"3,738.25","3,738.17","3,762.29","3,704.07",32.44B,0.01%
2021/1/14,"3,737.76","3,757.76","3,772.56","3,731.14",34.73B,-0.91%
2021/1/13,"3,772.16","3,787.55","3,797.06","3,747.97",38.78B,-0.27%
2021/1/12,"3,782.36","3,687.56","3,782.36","3,687.01",32.31B,2.18%
2021/1/11,"3,701.72","3,743.50","3,771.21","3,686.51",36.22B,-1.08%
2021/1/8,"3,742.23","3,750.24","3,761.13","3,715.77",34.52B,-0.17%
2021/1/7,"3,748.67","3,724.21","3,748.67","3,696.65",40.50B,0.71%
2021/1/6,"3,722.08","3,701.11","3,728.29","3,682.45",36.98B,0.63%
2021/1/5,"3,698.76","3,660.44","3,698.76","3,652.60",40.75B,0.74%
2021/1/4,"3,671.76","3,642.15","3,680.89","3,623.79",38.03B,0.86%
2020/12/31,"3,640.46","3,584.52","3,642.40","3,584.52",33.54B,1.72%
2020/12/30,"3,578.98","3,537.61","3,578.98","3,536.98",29.08B,1.05%
2020/12/29,"3,541.84","3,563.13","3,571.30","3,538.75",31.15B,-0.54%
2020/12/28,"3,561.03","3,560.02","3,577.01","3,546.72",31.59B,0.02%
2020/12/25,"3,560.24","3,513.27","3,560.70","3,509.65",29.42B,1.00%
2020/12/24,"3,525.15","3,545.16","3,557.63","3,515.62",27.48B,-0.57%
2020/12/23,"3,545.30","3,524.48","3,557.78","3,522.08",29.93B,0.76%
2020/12/22,"3,518.50","3,575.32","3,580.35","3,515.44",32.27B,-1.87%
2020/12/21,"3,585.40","3,557.97","3,588.61","3,544.03",28.34B,0.76%
2020/12/18,"3,558.51","3,564.34","3,578.34","3,545.74",28.06B,-0.29%
2020/12/17,"3,568.96","3,529.58","3,570.33","3,515.66",27.52B,1.12%
2020/12/16,"3,529.27","3,533.77","3,541.54","3,521.08",22.06B,-0.01%
2020/12/15,"3,529.53","3,528.86","3,536.17","3,509.78",22.54B,-0.06%
2020/12/14,"3,531.51","3,510.94","3,533.62","3,499.50",23.96B,0.66%
2020/12/11,"3,508.47","3,543.92","3,546.20","3,485.38",29.83B,-0.77%
2020/12/10,"3,535.80","3,527.90","3,547.99","3,519.52",24.71B,0.04%
2020/12/9,"3,534.44","3,580.71","3,587.49","3,534.39",26.05B,-1.12%
2020/12/8,"3,574.52","3,582.36","3,593.87","3,566.99",22.67B,-0.19%
2020/12/7,"3,581.22","3,612.76","3,615.82","3,578.82",25.42B,-0.81%
2020/12/4,"3,610.59","3,602.35","3,614.60","3,581.69",25.60B,0.07%
2020/12/3,"3,608.03","3,614.75","3,618.54","3,594.04",29.82B,-0.21%
2020/12/2,"3,615.63","3,620.07","3,632.79","3,601.48",31.24B,-0.08%
2020/12/1,"3,618.41","3,552.32","3,624.39","3,550.21",31.55B,1.78%
2020/11/30,"3,555.23","3,582.78","3,623.29","3,555.23",38.38B,-0.48%
2020/11/27,"3,572.44","3,536.24","3,572.44","3,526.47",28.02B,1.15%
2020/11/26,"3,531.91","3,521.73","3,533.69","3,505.19",25.55B,0.22%
2020/11/25,"3,524.11","3,581.98","3,588.23","3,524.11",32.18B,-1.19%
2020/11/24,"3,566.54","3,571.28","3,578.13","3,559.64",30.06B,-0.34%
2020/11/23,"3,578.71","3,546.84","3,596.71","3,540.43",37.34B,1.09%
2020/11/20,"3,540.14","3,521.13","3,542.69","3,517.68",26.08B,0.44%
2020/11/19,"3,524.79","3,499.61","3,529.25","3,490.54",25.29B,0.47%
2020/11/18,"3,508.24","3,497.77","3,520.41","3,494.28",28.72B,0.22%
2020/11/17,"3,500.46","3,508.03","3,508.62","3,483.72",28.33B,-0.21%
2020/11/16,"3,507.84","3,485.52","3,507.84","3,472.92",27.91B,1.11%
2020/11/13,"3,469.23","3,487.20","3,487.20","3,449.87",22.76B,-0.86%
2020/11/12,"3,499.23","3,505.24","3,511.35","3,489.56",21.61B,-0.10%
2020/11/11,"3,502.88","3,515.27","3,527.68","3,499.57",27.07B,-0.53%
2020/11/10,"3,521.70","3,550.50","3,550.50","3,507.05",27.83B,-0.40%
2020/11/9,"3,535.95","3,489.55","3,543.39","3,489.55",30.97B,1.86%
2020/11/6,"3,471.43","3,486.46","3,486.46","3,450.45",23.45B,-0.24%
2020/11/5,"3,479.81","3,464.62","3,480.12","3,449.90",22.63B,1.30%
2020/11/4,"3,435.08","3,430.86","3,444.72","3,410.59",18.81B,0.20%
2020/11/3,"3,428.39","3,395.63","3,436.06","3,393.57",21.48B,1.43%
2020/11/2,"3,380.21","3,383.93","3,398.71","3,364.23",22.62B,0.02%
2020/10/30,"3,379.53","3,436.24","3,437.55","3,374.18",22.96B,-1.47%
2020/10/29,"3,430.04","3,391.23","3,447.93","3,386.38",18.42B,0.11%
2020/10/28,"3,426.36","3,412.73","3,433.33","3,394.01",17.30B,0.46%
2020/10/27,"3,410.72","3,396.52","3,414.96","3,391.05",14.90B,0.10%
2020/10/26,"3,407.41","3,415.31","3,421.34","3,381.65",16.75B,-0.82%
2020/10/23,"3,435.57","3,467.13","3,485.92","3,434.13",17.40B,-1.04%
2020/10/22,"3,471.68","3,475.19","3,480.49","3,439.04",16.58B,-0.38%
2020/10/21,"3,484.85","3,492.28","3,492.28","3,462.95",17.75B,-0.09%
2020/10/20,"3,488.03","3,466.09","3,488.03","3,452.05",16.49B,0.47%
2020/10/19,"3,471.88","3,512.18","3,533.15","3,466.80",21.22B,-0.71%
2020/10/16,"3,496.71","3,494.72","3,509.93","3,478.61",19.41B,0.13%
2020/10/15,"3,492.34","3,503.62","3,515.86","3,490.07",19.08B,-0.26%
2020/10/14,"3,501.36","3,514.76","3,514.76","3,493.12",19.84B,-0.56%
2020/10/13,"3,521.19","3,514.23","3,523.38","3,494.71",20.47B,0.04%
2020/10/12,"3,519.84","3,445.27","3,520.57","3,443.98",25.92B,2.64%
2020/10/9,"3,429.25","3,419.37","3,438.12","3,416.79",18.81B,1.68%
2020/9/30,"3,372.60","3,387.98","3,400.77","3,356.09",15.34B,-0.20%
2020/9/29,"3,379.22","3,387.16","3,398.59","3,374.48",15.12B,0.21%
2020/9/28,"3,372.13","3,379.90","3,393.73","3,365.13",15.57B,-0.06%
2020/9/25,"3,374.05","3,389.78","3,395.11","3,362.12",16.47B,-0.12%
2020/9/24,"3,378.02","3,419.64","3,422.25","3,375.99",20.65B,-1.72%
2020/9/23,"3,437.30","3,436.40","3,447.85","3,421.75",16.90B,0.16%
2020/9/22,"3,431.65","3,448.78","3,479.84","3,422.62",21.38B,-1.29%
2020/9/21,"3,476.35","3,509.91","3,511.66","3,472.30",21.62B,-0.63%
2020/9/18,"3,498.55","3,428.06","3,498.79","3,425.56",25.59B,2.07%
2020/9/17,"3,427.55","3,434.84","3,448.53","3,404.56",20.27B,-0.41%
2020/9/16,"3,441.77","3,451.49","3,461.22","3,428.31",20.02B,-0.36%
2020/9/15,"3,454.12","3,434.63","3,456.24","3,420.59",19.75B,0.52%
2020/9/14,"3,436.40","3,433.38","3,441.34","3,417.85",21.37B,0.57%
2020/9/11,"3,417.02","3,380.82","3,419.29","3,375.30",22.15B,0.79%
2020/9/10,"3,390.30","3,440.02","3,443.39","3,382.77",31.21B,-0.61%
2020/9/9,"3,411.05","3,438.64","3,447.70","3,394.19",35.10B,-1.86%
2020/9/8,"3,475.79","3,459.77","3,484.14","3,433.86",27.05B,0.73%
2020/9/7,"3,450.71","3,510.91","3,530.10","3,443.40",26.02B,-1.87%
2020/9/4,"3,516.64","3,496.73","3,521.62","3,488.52",22.12B,-0.88%
2020/9/3,"3,547.69","3,567.66","3,590.32","3,536.44",25.49B,-0.58%
2020/9/2,"3,568.48","3,584.99","3,585.96","3,539.57",26.12B,-0.17%
2020/9/1,"3,574.64","3,552.76","3,574.64","3,544.30",24.66B,0.44%
2020/8/31,"3,558.98","3,580.97","3,608.37","3,558.78",32.30B,-0.24%
2020/8/28,"3,567.58","3,507.20","3,569.77","3,500.23",27.08B,1.61%
2020/8/27,"3,511.20","3,493.79","3,513.00","3,472.26",23.67B,0.61%
2020/8/26,"3,489.88","3,533.76","3,545.19","3,479.82",29.38B,-1.30%
2020/8/25,"3,535.72","3,555.97","3,572.75","3,525.83",27.67B,-0.36%
2020/8/24,"3,548.47","3,554.33","3,559.99","3,530.06",26.58B,0.14%
2020/8/21,"3,543.47","3,543.04","3,557.38","3,519.67",28.72B,0.50%
2020/8/20,"3,525.90","3,549.04","3,558.06","3,514.22",33.53B,-1.30%
2020/8/19,"3,572.31","3,610.57","3,620.93","3,570.23",40.53B,-1.25%
2020/8/18,"3,617.42","3,607.83","3,623.33","3,598.06",38.04B,0.36%
2020/8/17,"3,604.54","3,536.48","3,617.25","3,531.72",43.42B,2.34%
2020/8/14,"3,522.00","3,475.39","3,524.03","3,461.81",30.58B,1.19%
2020/8/13,"3,480.70","3,488.55","3,499.00","3,468.89",32.41B,0.04%
2020/8/12,"3,479.21","3,487.85","3,496.49","3,420.49",37.80B,-0.63%
2020/8/11,"3,501.28","3,542.31","3,573.36","3,496.86",40.02B,-1.15%
2020/8/10,"3,542.07","3,502.45","3,563.78","3,495.66",38.12B,0.75%
2020/8/7,"3,515.58","3,532.94","3,536.67","3,467.02",40.36B,-0.96%
2020/8/6,"3,549.61","3,543.62","3,556.15","3,494.91",41.50B,0.26%
2020/8/5,"3,540.26","3,525.34","3,546.65","3,494.43",38.55B,0.17%
2020/8/4,"3,534.12","3,539.08","3,554.46","3,513.94",44.20B,0.11%
2020/8/3,"3,530.18","3,492.71","3,530.33","3,487.97",40.70B,1.75%
2020/7/31,"3,469.43","3,438.77","3,494.38","3,418.63",35.35B,0.71%
2020/7/30,"3,445.09","3,458.47","3,471.98","3,440.20",34.04B,-0.24%
2020/7/29,"3,453.21","3,377.11","3,453.21","3,364.50",32.46B,2.06%
2020/7/28,"3,383.37","3,381.49","3,401.56","3,362.95",28.92B,0.71%
2020/7/27,"3,359.54","3,364.94","3,377.09","3,327.46",29.91B,0.27%
2020/7/24,"3,350.64","3,470.07","3,478.98","3,338.27",42.67B,-3.86%
2020/7/23,"3,485.25","3,465.31","3,496.98","3,414.71",40.67B,-0.24%
2020/7/22,"3,493.66","3,474.81","3,544.88","3,471.24",39.29B,0.37%
2020/7/21,"3,480.82","3,490.96","3,497.39","3,459.52",35.89B,0.20%
2020/7/20,"3,473.75","3,400.15","3,473.75","3,375.73",41.80B,3.11%
2020/7/17,"3,368.90","3,369.25","3,409.42","3,334.44",35.92B,0.12%
2020/7/16,"3,364.75","3,518.12","3,536.14","3,364.35",49.00B,-4.50%
2020/7/15,"3,523.30","3,587.01","3,597.90","3,507.01",49.14B,-1.56%
2020/7/14,"3,579.19","3,600.52","3,617.56","3,528.31",54.25B,-0.83%
2020/7/13,"3,609.20","3,542.18","3,625.48","3,531.34",55.74B,1.77%
2020/7/10,"3,546.31","3,583.66","3,598.52","3,534.97",55.55B,-1.95%
2020/7/9,"3,616.87","3,567.51","3,623.58","3,557.18",61.92B,1.38%
2020/7/8,"3,567.46","3,498.41","3,586.46","3,488.08",58.63B,1.74%
2020/7/7,"3,506.50","3,543.89","3,571.26","3,496.94",65.69B,0.37%
2020/7/6,"3,493.44","3,341.45","3,498.06","3,341.45",64.29B,5.71%
2020/7/3,"3,304.72","3,253.58","3,304.72","3,253.58",45.83B,2.01%
2020/7/2,"3,239.49","3,169.42","3,241.46","3,167.27",39.07B,2.13%
2020/7/1,"3,171.80","3,135.29","3,172.01","3,128.77",27.31B,1.39%
2020/6/30,"3,128.45","3,107.96","3,134.91","3,107.96",21.48B,0.78%
2020/6/29,"3,104.20","3,116.28","3,121.37","3,093.96",22.04B,-0.60%
2020/6/24,"3,123.07","3,116.17","3,126.63","3,114.32",21.29B,0.30%
2020/6/23,"3,113.70","3,103.46","3,115.56","3,091.90",22.50B,0.18%
2020/6/22,"3,108.07","3,109.78","3,127.13","3,101.53",26.76B,-0.08%
2020/6/19,"3,110.56","3,080.35","3,116.53","3,077.23",26.40B,0.96%
2020/6/18,"3,080.89","3,071.01","3,084.66","3,060.75",25.84B,0.12%
2020/6/17,"3,077.31","3,073.95","3,078.09","3,059.65",23.44B,0.14%
2020/6/16,"3,072.99","3,053.18","3,073.03","3,049.27",22.31B,1.44%
2020/6/15,"3,029.24","3,048.39","3,063.32","3,029.24",24.29B,-1.02%
2020/6/12,"3,060.43","3,015.40","3,071.47","3,011.02",23.58B,-0.04%
2020/6/11,"3,061.65","3,081.46","3,094.95","3,052.52",23.35B,-0.78%
2020/6/10,"3,085.61","3,093.50","3,093.56","3,076.26",20.77B,-0.42%
2020/6/9,"3,098.58","3,081.17","3,099.64","3,074.24",20.88B,0.63%
2020/6/8,"3,079.32","3,083.76","3,092.24","3,075.57",23.08B,0.24%
2020/6/5,"3,072.03","3,064.10","3,072.03","3,049.29",21.71B,0.39%
2020/6/4,"3,059.97","3,073.20","3,074.39","3,051.06",22.63B,-0.14%
2020/6/3,"3,064.31","3,071.59","3,084.61","3,063.55",25.51B,0.07%
2020/6/2,"3,062.17","3,056.85","3,067.37","3,049.28",25.58B,0.20%
2020/6/1,"3,055.94","3,010.42","3,057.76","3,010.42",25.99B,2.21%
2020/5/29,"2,989.86","2,972.11","2,992.92","2,965.86",20.63B,0.22%
2020/5/28,"2,983.28","2,974.84","2,999.73","2,955.94",20.73B,0.33%
2020/5/27,"2,973.34","2,984.35","2,986.11","2,968.24",19.79B,-0.34%
2020/5/26,"2,983.55","2,964.06","2,985.42","2,961.96",17.41B,1.01%
2020/5/25,"2,953.65","2,951.90","2,957.36","2,937.42",17.26B,0.15%
2020/5/22,"2,949.33","3,000.97","3,000.97","2,943.34",20.88B,-1.89%
2020/5/21,"3,006.09","3,030.00","3,030.83","3,002.20",20.33B,-0.55%
2020/5/20,"3,022.67","3,035.96","3,035.96","3,014.74",21.02B,-0.51%
2020/5/19,"3,038.14","3,037.23","3,039.88","3,026.60",19.68B,0.81%
2020/5/18,"3,013.88","3,010.97","3,029.11","3,000.12",22.55B,0.24%
2020/5/15,"3,006.78","3,019.67","3,023.36","3,001.45",18.87B,-0.07%
2020/5/14,"3,008.79","3,026.40","3,026.40","3,007.58",19.74B,-0.96%
2020/5/13,"3,037.92","3,021.95","3,040.22","3,014.25",18.45B,0.23%
2020/5/12,"3,030.98","3,033.89","3,037.34","3,009.75",19.63B,-0.10%
2020/5/11,"3,034.08","3,041.12","3,054.44","3,023.13",22.49B,-0.02%
2020/5/8,"3,034.58","3,021.35","3,043.46","3,017.66",22.66B,0.83%
2020/5/7,"3,009.61","3,014.78","3,020.61","3,002.30",22.65B,-0.23%
2020/5/6,"3,016.54","2,967.70","3,017.70","2,966.70",24.95B,0.63%
2020/4/30,"2,997.56","2,968.58","3,003.34","2,968.58",24.21B,1.33%
2020/4/29,"2,958.15","2,936.05","2,967.90","2,935.37",20.19B,0.44%
2020/4/28,"2,945.14","2,955.58","2,957.42","2,890.81",25.36B,-0.19%
2020/4/27,"2,950.86","2,947.41","2,968.86","2,937.67",21.00B,0.25%
2020/4/24,"2,943.51","2,971.18","2,971.18","2,937.19",23.51B,-1.06%
2020/4/23,"2,974.92","2,987.56","2,990.83","2,972.20",24.87B,-0.19%
2020/4/22,"2,980.70","2,949.26","2,980.70","2,943.41",21.71B,0.60%
2020/4/21,"2,962.85","2,978.79","2,978.79","2,942.93",23.31B,-0.90%
2020/4/20,"2,989.62","2,976.91","2,990.08","2,969.40",21.17B,0.49%
2020/4/17,"2,974.91","2,971.84","2,992.17","2,966.01",24.56B,0.66%
2020/4/16,"2,955.43","2,932.80","2,958.99","2,931.13",20.29B,0.31%
2020/4/15,"2,946.18","2,962.39","2,965.64","2,943.57",20.55B,-0.57%
2020/4/14,"2,963.04","2,929.00","2,963.06","2,923.34",20.26B,1.59%
2020/4/13,"2,916.67","2,918.23","2,926.97","2,907.21",17.70B,-0.48%
2020/4/10,"2,930.86","2,962.89","2,969.02","2,923.87",23.33B,-1.04%
2020/4/9,"2,961.54","2,961.47","2,968.36","2,955.80",23.80B,0.37%
2020/4/8,"2,950.48","2,940.57","2,958.71","2,934.68",24.34B,-0.19%
2020/4/7,"2,956.15","2,941.72","2,958.78","2,936.30",27.00B,2.06%
2020/4/3,"2,896.62","2,906.67","2,914.04","2,886.23",20.07B,-0.60%
2020/4/2,"2,914.09","2,850.69","2,914.09","2,850.39",21.77B,1.69%
2020/4/1,"2,865.69","2,875.15","2,906.46","2,862.10",21.71B,-0.57%
2020/3/31,"2,882.25","2,900.13","2,904.14","2,874.72",21.85B,0.11%
2020/3/30,"2,879.03","2,871.06","2,891.50","2,853.67",23.95B,-0.90%
2020/3/27,"2,905.17","2,926.97","2,940.14","2,904.69",24.06B,0.26%
2020/3/26,"2,897.51","2,894.30","2,922.26","2,885.42",23.39B,-0.60%
2020/3/25,"2,914.98","2,908.41","2,922.38","2,890.02",27.29B,2.17%
2020/3/24,"2,852.95","2,832.56","2,853.97","2,794.94",25.68B,2.34%
2020/3/23,"2,787.62","2,805.77","2,832.85","2,783.77",24.96B,-3.11%
2020/3/20,"2,877.16","2,857.66","2,883.73","2,831.91",25.17B,1.61%
2020/3/19,"2,831.55","2,849.67","2,867.96","2,773.54",30.20B,-0.98%
2020/3/18,"2,859.49","2,926.16","2,950.85","2,859.49",29.09B,-1.83%
2020/3/17,"2,912.87","2,930.34","2,962.46","2,845.32",30.58B,-0.34%
2020/3/16,"2,922.93","3,036.23","3,036.98","2,918.10",35.15B,-3.40%
2020/3/13,"3,025.88","2,938.57","3,050.46","2,934.13",36.60B,-1.23%
2020/3/12,"3,063.64","3,076.70","3,085.61","3,045.59",30.75B,-1.52%
2020/3/11,"3,110.82","3,145.70","3,154.37","3,110.82",35.22B,-0.94%
2020/3/10,"3,140.46","3,058.79","3,144.15","3,044.01",39.29B,1.82%
2020/3/9,"3,084.33","3,130.31","3,132.46","3,081.62",41.42B,-3.01%
2020/3/6,"3,179.96","3,185.68","3,198.81","3,174.67",36.18B,-1.21%
2020/3/5,"3,218.98","3,181.74","3,221.71","3,167.85",44.51B,1.99%
2020/3/4,"3,156.06","3,124.74","3,156.42","3,116.93",35.31B,0.63%
2020/3/3,"3,136.39","3,151.05","3,171.97","3,119.31",40.98B,0.74%
2020/3/2,"3,113.33","3,038.29","3,125.48","3,038.29",36.70B,3.15%
2020/2/28,"3,018.36","3,064.75","3,089.42","3,016.47",40.08B,-3.71%
2020/2/27,"3,134.71","3,135.91","3,153.68","3,123.29",35.03B,0.11%
2020/2/26,"3,131.12","3,121.12","3,173.97","3,117.50",46.87B,-0.83%
2020/2/25,"3,157.44","3,124.94","3,161.52","3,084.74",44.12B,-0.60%
2020/2/24,"3,176.48","3,172.96","3,187.97","3,151.44",37.01B,-0.28%
2020/2/21,"3,185.33","3,167.06","3,205.49","3,164.87",36.42B,0.31%
2020/2/20,"3,175.36","3,124.79","3,176.65","3,110.69",34.54B,1.84%
2020/2/19,"3,117.99","3,122.29","3,141.97","3,114.23",31.49B,-0.32%
2020/2/18,"3,128.02","3,124.29","3,133.92","3,102.64",31.14B,0.05%
2020/2/17,"3,126.60","3,065.17","3,126.62","3,065.17",31.29B,2.28%
2020/2/14,"3,056.79","3,038.79","3,067.20","3,038.49",25.05B,0.38%
2020/2/13,"3,045.30","3,067.37","3,076.05","3,040.25",27.46B,-0.71%
2020/2/12,"3,067.11","3,034.24","3,067.11","3,030.96",24.85B,0.87%
2020/2/11,"3,040.67","3,033.18","3,053.42","3,020.26",26.90B,0.39%
2020/2/10,"3,028.92","2,997.51","3,030.35","2,987.61",29.46B,0.50%
2020/2/7,"3,013.74","2,995.84","3,013.74","2,974.72",30.92B,0.33%
2020/2/6,"3,003.81","2,962.24","3,014.39","2,942.02",31.60B,1.72%
2020/2/5,"2,953.01","2,926.11","2,978.83","2,911.93",30.94B,1.25%
2020/2/4,"2,916.57","2,814.01","2,919.59","2,814.01",36.35B,1.34%
2020/2/3,"2,878.14","2,846.73","2,899.08","2,846.73",21.54B,-7.72%
2020/1/23,"3,118.92","3,183.19","3,190.71","3,096.72",27.24B,-2.75%
2020/1/22,"3,207.12","3,183.76","3,216.06","3,150.00",22.36B,0.28%
2020/1/21,"3,198.08","3,233.33","3,233.33","3,197.13",23.46B,-1.41%
2020/1/20,"3,243.82","3,229.48","3,244.35","3,217.26",21.03B,0.66%
2020/1/17,"3,222.53","3,228.85","3,239.84","3,213.89",19.02B,0.04%
2020/1/16,"3,221.10","3,243.80","3,244.46","3,217.75",20.32B,-0.52%
2020/1/15,"3,237.81","3,251.58","3,256.60","3,229.43",20.21B,-0.54%
2020/1/14,"3,255.41","3,269.93","3,276.75","3,254.14",22.98B,-0.28%
2020/1/13,"3,264.58","3,239.27","3,264.58","3,222.43",21.04B,0.76%
2020/1/10,"3,240.07","3,250.55","3,253.63","3,228.65",21.03B,-0.08%
2020/1/9,"3,242.78","3,229.97","3,245.35","3,227.31",24.32B,0.91%
2020/1/8,"3,213.43","3,242.10","3,242.10","3,205.30",29.76B,-1.22%
2020/1/7,"3,253.19","3,232.98","3,253.90","3,231.76",27.63B,0.69%
2020/1/6,"3,230.80","3,217.67","3,255.76","3,211.81",31.24B,-0.01%
2020/1/3,"3,231.19","3,236.71","3,241.74","3,221.49",26.13B,-0.05%
2020/1/2,"3,232.69","3,212.98","3,246.24","3,212.98",29.22B,1.15%
